time,  thrust_N,   thrust_norm,    p,  q,  r | x, y, z
1768819211.675226   21.909    0.548    2.686    1.238    0.583 | -4.260    10.716    0.055
1768819211.712029   9.065    0.227    3.000    2.263    0.296 | -4.260    10.716    0.055
1768819211.767703   30.336    0.758    3.000    2.602    0.335 | -4.274    10.695    0.054
1768819211.794658   8.302    0.208    3.000    3.000    1.000 | -4.274    10.695    0.054
1768819211.821652   18.616    0.465    3.000    2.861    0.659 | -4.283    10.687    0.054
1768819211.851985   40.000    1.000    3.000    2.714    -0.177 | -4.283    10.687    0.054
1768819211.906234   8.030    0.201    3.000    2.324    0.315 | -4.283    10.689    0.054
1768819211.941732   33.451    0.836    3.000    1.003    -1.000 | -4.283    10.689    0.054
1768819211.986712   34.509    0.863    3.000    2.195    0.984 | -4.280    10.701    0.054
1768819212.026286   17.127    0.428    3.000    2.737    0.730 | -4.280    10.701    0.054
1768819212.064355   21.445    0.536    2.487    0.223    -0.310 | -4.270    10.731    0.053
1768819212.093623   31.361    0.784    2.919    2.017    0.482 | -4.270    10.731    0.053
1768819212.129058   15.729    0.393    3.000    2.896    0.293 | -4.251    10.756    0.053
1768819212.170630   22.229    0.556    3.000    3.000    -1.000 | -4.251    10.756    0.053
1768819212.214570   14.886    0.372    3.000    -1.086    0.699 | -4.227    10.780    0.053
1768819212.269730   21.946    0.549    2.694    2.982    0.566 | -4.227    10.780    0.053
1768819212.302055   21.068    0.527    2.641    2.957    1.000 | -4.212    10.784    0.052
1768819212.333089   0.000    0.000    2.726    0.261    0.421 | -4.212    10.784    0.052
1768819212.359462   25.379    0.634    3.000    2.732    1.000 | -4.207    10.770    0.052
1768819212.392672   33.875    0.847    3.000    2.602    0.673 | -4.207    10.770    0.052
1768819212.424438   20.118    0.503    3.000    3.000    0.406 | -4.197    10.746    0.051
1768819212.451268   17.362    0.434    3.000    3.000    0.499 | -4.197    10.746    0.051
1768819212.478407   40.000    1.000    3.000    2.540    0.654 | -4.176    10.714    0.051
1768819212.503745   14.671    0.367    2.547    2.441    0.270 | -4.176    10.714    0.051
1768819212.528084   16.655    0.416    2.999    2.841    -0.062 | -4.131    10.676    0.050
1768819212.559316   40.000    1.000    2.509    2.667    0.622 | -4.131    10.676    0.050
1768819212.605350   16.229    0.406    1.199    1.625    0.206 | -4.104    10.661    0.050
1768819212.634444   28.518    0.713    3.000    3.000    0.857 | -4.104    10.661    0.050
1768819212.660580   27.642    0.691    3.000    3.000    0.916 | -4.049    10.632    0.049
1768819212.688090   14.095    0.352    2.673    3.000    0.432 | -4.049    10.632    0.049
1768819212.714685   24.042    0.601    2.444    3.000    0.556 | -3.998    10.617    0.049
1768819212.749598   1.402    0.035    3.000    3.000    -0.014 | -3.998    10.617    0.049
1768819212.776109   3.556    0.089    3.000    2.992    0.911 | -3.937    10.563    0.048
1768819212.802025   33.451    0.836    3.000    3.000    -0.134 | -3.937    10.563    0.048
1768819212.827756   40.000    1.000    2.835    1.512    0.480 | -3.897    10.503    0.047
1768819212.850582   8.699    0.217    3.000    2.057    1.000 | -3.897    10.503    0.047
1768819212.882534   18.333    0.458    2.922    3.000    0.383 | -3.854    10.413    0.046
1768819212.924870   38.032    0.951    3.000    3.000    0.597 | -3.854    10.413    0.046
1768819212.964092   0.000    0.000    3.000    3.000    0.851 | -3.854    10.413    0.046
1768819212.986946   15.892    0.397    3.000    3.000    0.174 | -3.821    10.280    0.046
1768819213.012393   26.203    0.655    3.000    3.000    0.399 | -3.821    10.280    0.046
1768819213.038069   34.461    0.862    3.000    0.435    1.000 | -3.810    10.183    0.045
1768819213.071205   38.558    0.964    2.932    3.000    -0.281 | -3.810    10.183    0.045
1768819213.103107   0.000    0.000    2.722    1.632    0.111 | -3.811    10.090    0.045
1768819213.131557   8.368    0.209    2.461    -2.158    0.942 | -3.811    10.090    0.045
1768819213.159255   5.197    0.130    3.000    2.220    -0.886 | -3.822    10.002    0.046
1768819213.190914   21.938    0.548    3.000    0.071    1.000 | -3.822    10.002    0.046
1768819213.219332   0.000    0.000    3.000    1.063    0.425 | -3.853    9.915    0.046
