time,  thrust_N,   thrust_norm,    p,  q,  r | x, y, z
51.968000   7.363    0.184    -3.000    3.000    0.262 | 33.123    -16.317    0.166
51.992000   17.080    0.427    -3.000    2.602    -0.664 | 33.142    -16.273    0.166
52.016000   26.287    0.657    -0.499    3.000    0.277 | 33.142    -16.273    0.166
52.044000   17.008    0.425    -3.000    2.770    0.478 | 33.205    -16.123    0.165
52.064000   31.501    0.788    -3.000    3.000    0.489 | 33.226    -16.082    0.165
52.092000   13.524    0.338    -2.775    3.000    -0.130 | 33.273    -16.004    0.165
52.120000   26.694    0.667    -2.628    2.895    -0.494 | 33.311    -15.949    0.164
52.144000   13.461    0.337    -2.771    2.722    0.583 | 33.353    -15.899    0.164
52.168000   26.262    0.657    -3.000    3.000    -0.600 | 33.418    -15.835    0.163
52.196000   7.391    0.185    -0.241    2.956    -0.139 | 33.472    -15.792    0.162
52.228000   4.097    0.102    -2.239    2.791    -0.205 | 33.547    -15.736    0.162
52.252000   27.863    0.697    -2.602    2.543    -0.567 | 33.606    -15.697    0.161
52.276000   7.062    0.177    -0.870    2.604    0.370 | 33.666    -15.662    0.160
52.300000   31.361    0.784    -1.899    3.000    0.350 | 33.725    -15.630    0.160
52.320000   40.000    1.000    2.036    2.987    0.492 | 33.764    -15.610    0.159
52.352000   18.828    0.471    -2.199    2.953    0.336 | 33.764    -15.610    0.159
52.376000   8.760    0.219    -3.000    3.000    0.965 | 33.921    -15.551    0.157
52.404000   28.725    0.718    -2.251    3.000    -0.075 | 33.985    -15.535    0.157
52.424000   40.000    1.000    -2.141    2.816    -0.693 | 34.028    -15.526    0.156
52.456000   39.743    0.994    -2.757    3.000    -0.434 | 34.028    -15.526    0.156
52.476000   33.266    0.832    -2.466    2.693    -0.864 | 34.181    -15.506    0.154
52.508000   13.540    0.339    -2.973    2.885    0.490 | 34.268    -15.503    0.153
52.532000   35.319    0.883    -1.655    2.604    0.228 | 34.355    -15.509    0.152
52.560000   8.214    0.205    -3.000    2.981    1.000 | 34.398    -15.514    0.152
52.580000   40.000    1.000    -2.218    3.000    -0.536 | 34.462    -15.528    0.151
52.616000   23.242    0.581    -2.060    3.000    -0.029 | 34.548    -15.554    0.150
52.640000   32.058    0.801    -0.648    3.000    0.137 | 34.614    -15.576    0.150
52.664000   29.048    0.726    -2.058    3.000    -0.085 | 34.614    -15.576    0.150
52.688000   14.082    0.352    -0.468    2.933    -0.581 | 34.743    -15.634    0.149
52.712000   33.538    0.838    1.235    3.000    0.077 | 34.786    -15.659    0.149
52.732000   0.000    0.000    -2.043    3.000    0.362 | 34.847    -15.704    0.148
52.760000   0.136    0.003    0.897    2.984    0.776 | 34.924    -15.768    0.148
52.788000   29.759    0.744    2.860    3.000    -0.126 | 34.997    -15.838    0.148
52.812000   10.165    0.254    2.712    3.000    -0.514 | 35.049    -15.895    0.148
52.836000   2.554    0.064    0.082    3.000    -0.559 | 35.097    -15.954    0.148
52.860000   28.063    0.702    -0.519    3.000    -0.308 | 35.097    -15.954    0.148
52.880000   36.484    0.912    -0.694    3.000    -0.546 | 35.176    -16.056    0.148
52.908000   0.000    0.000    0.419    2.937    0.061 | 35.237    -16.141    0.148
52.932000   34.803    0.870    0.722    2.799    -0.860 | 35.264    -16.183    0.148
52.956000   29.460    0.736    -2.643    2.902    -0.716 | 35.317    -16.266    0.149
52.984000   4.537    0.113    -0.307    2.711    -0.492 | 35.355    -16.329    0.149
53.004000   3.790    0.095    1.302    2.575    -1.000 | 35.379    -16.372    0.149
53.032000   39.692    0.992    1.528    2.901    -0.884 | 35.415    -16.437    0.150
53.052000   11.428    0.286    2.518    2.894    0.477 | 35.451    -16.503    0.150
53.076000   0.000    0.000    3.000    3.000    -0.662 | 35.475    -16.545    0.150
53.100000   20.290    0.507    0.831    2.700    -1.000 | 35.521    -16.630    0.151
53.120000   1.468    0.037    0.611    2.931    -0.843 | 35.521    -16.630    0.151
53.144000   40.000    1.000    2.823    3.000    -0.235 | 35.574    -16.735    0.152
53.172000   9.580    0.239    1.720    3.000    -0.177 | 35.614    -16.814    0.152
53.196000   37.929    0.948    0.590    2.933    0.853 | 35.640    -16.875    0.152
53.224000   14.188    0.355    2.618    2.967    -1.000 | 35.640    -16.875    0.152
53.252000   19.753    0.494    2.121    3.000    -0.460 | 35.702    -17.014    0.153
53.268000   0.000    0.000    2.907    2.602    0.468 | 35.721    -17.053    0.153
53.300000   24.568    0.614    2.466    3.000    -1.000 | 35.762    -17.130    0.153
53.328000   21.105    0.528    1.672    3.000    -0.820 | 35.802    -17.207    0.152
53.356000   29.385    0.735    0.984    2.717    -0.935 | 35.830    -17.263    0.152
53.384000   27.415    0.685    0.848    2.335    -0.831 | 35.830    -17.263    0.152
53.408000   19.136    0.478    -1.493    3.000    -0.879 | 35.897    -17.390    0.152
53.432000   29.188    0.730    2.576    3.000    -1.000 | 35.927    -17.447    0.151
53.456000   37.280    0.932    2.665    2.694    -0.002 | 35.957    -17.505    0.151
53.484000   11.159    0.279    1.976    2.511    -0.481 | 35.978    -17.543    0.151
53.508000   21.672    0.542    2.540    3.000    0.753 | 36.022    -17.620    0.151
53.536000   40.000    1.000    2.701    3.000    -0.242 | 36.066    -17.697    0.150
53.560000   11.192    0.280    0.017    2.786    -0.039 | 36.097    -17.754    0.150
53.588000   28.603    0.715    2.255    3.000    0.535 | 36.126    -17.809    0.149
53.612000   0.000    0.000    0.346    2.702    0.685 | 36.157    -17.864    0.149
53.636000   24.738    0.618    2.569    3.000    0.961 | 36.189    -17.919    0.148
53.660000   10.820    0.270    3.000    2.874    0.739 | 36.222    -17.973    0.148
53.680000   23.756    0.594    3.000    3.000    -0.458 | 36.246    -18.008    0.147
53.708000   0.872    0.022    3.000    3.000    -0.331 | 36.297    -18.076    0.147
53.732000   17.144    0.429    3.000    2.903    -0.565 | 36.323    -18.110    0.146
53.756000   17.794    0.445    0.984    2.908    -0.306 | 36.376    -18.178    0.146
53.780000   21.010    0.525    -1.877    3.000    -0.159 | 36.415    -18.226    0.145
53.804000   28.797    0.720    2.326    3.000    0.327 | 36.441    -18.258    0.145
53.824000   20.611    0.515    3.000    2.605    0.545 | 36.480    -18.305    0.144
53.848000   1.290    0.032    2.544    3.000    0.388 | 36.535    -18.366    0.144
53.876000   33.889    0.847    -0.393    2.862    0.639 | 36.579    -18.409    0.143
53.900000   27.565    0.689    0.677    3.000    0.966 | 36.626    -18.451    0.143
53.924000   0.000    0.000    2.207    3.000    0.812 | 36.676    -18.492    0.142
53.948000   24.336    0.608    3.000    2.703    0.387 | 36.726    -18.535    0.142
53.976000   27.985    0.700    1.242    3.000    0.304 | 36.775    -18.579    0.141
54.000000   26.959    0.674    2.694    2.689    0.462 | 36.822    -18.621    0.141
54.024000   0.000    0.000    3.000    2.175    0.514 | 36.854    -18.649    0.141
54.048000   32.549    0.814    2.557    3.000    -0.131 | 36.918    -18.708    0.141
54.076000   22.782    0.570    0.094    3.000    -0.187 | 36.967    -18.753    0.141
54.100000   6.948    0.174    2.661    3.000    0.111 | 37.032    -18.812    0.141
54.128000   23.084    0.577    3.000    2.795    0.262 | 37.065    -18.842    0.141
54.152000   18.694    0.467    1.610    2.906    0.495 | 37.146    -18.917    0.141
54.176000   22.141    0.554    1.208    3.000    0.865 | 37.146    -18.917    0.141
54.200000   26.006    0.650    1.516    3.000    0.181 | 37.220    -18.993    0.141
54.220000   13.065    0.327    3.000    3.000    -0.842 | 37.263    -19.038    0.141
54.244000   2.427    0.061    -0.465    3.000    0.662 | 37.292    -19.069    0.141
54.272000   9.251    0.231    2.538    3.000    0.240 | 37.349    -19.134    0.141
54.296000   37.233    0.931    0.418    2.834    0.833 | 37.393    -19.182    0.141
54.320000   20.775    0.519    2.333    2.956    0.538 | 37.435    -19.230    0.141
54.340000   25.147    0.629    0.589    2.840    0.512 | 37.435    -19.230    0.141
54.364000   0.000    0.000    -0.929    3.000    -0.036 | 37.507    -19.310    0.142
54.388000   1.078    0.027    2.821    3.000    -0.047 | 37.548    -19.359    0.142
54.412000   0.000    0.000    3.000    3.000    0.252 | 37.585    -19.408    0.142
54.432000   14.030    0.351    2.752    2.714    0.879 | 37.611    -19.441    0.142
54.460000   10.900    0.273    3.000    3.000    0.021 | 37.657    -19.509    0.142
54.484000   10.988    0.275    3.000    2.962    0.383 | 37.704    -19.572    0.142
54.508000   8.071    0.202    2.653    2.757    0.862 | 37.742    -19.614    0.142
54.528000   28.457    0.711    3.000    2.935    1.000 | 37.768    -19.642    0.142
54.556000   4.999    0.125    3.000    3.000    -0.401 | 37.808    -19.683    0.142
54.584000   34.267    0.857    1.601    3.000    0.343 | 37.847    -19.729    0.142
54.608000   23.231    0.581    2.830    2.942    0.488 | 37.898    -19.787    0.142
54.636000   26.336    0.658    3.000    3.000    -0.327 | 37.933    -19.830    0.142
54.656000   29.510    0.738    0.263    3.000    -0.842 | 37.970    -19.875    0.142
54.680000   0.000    0.000    3.000    2.740    0.558 | 37.970    -19.875    0.142
54.708000   0.000    0.000    3.000    2.390    0.194 | 38.045    -19.973    0.141
54.728000   11.033    0.276    1.571    3.000    0.338 | 38.084    -20.023    0.141
54.756000   3.665    0.092    2.980    3.000    0.956 | 38.125    -20.075    0.141
54.780000   35.895    0.897    1.015    3.000    -1.000 | 38.166    -20.125    0.141
54.808000   32.931    0.823    0.825    3.000    0.556 | 38.219    -20.189    0.141
54.836000   4.683    0.117    2.924    3.000    -0.270 | 38.219    -20.189    0.141
54.864000   10.698    0.267    3.000    3.000    0.657 | 38.291    -20.283    0.141
54.880000   31.263    0.782    2.802    2.708    0.472 | 38.328    -20.331    0.141
54.908000   15.076    0.377    2.762    2.265    0.122 | 38.328    -20.331    0.141
54.936000   9.363    0.234    3.000    3.000    0.058 | 38.415    -20.441    0.141
54.964000   32.038    0.801    3.000    2.791    0.351 | 38.441    -20.472    0.140
54.992000   35.197    0.880    0.149    3.000    0.137 | 38.495    -20.536    0.140
55.016000   0.000    0.000    3.000    3.000    -0.582 | 38.548    -20.601    0.140
55.044000   18.188    0.455    3.000    2.794    -0.212 | 38.587    -20.648    0.140
55.068000   8.399    0.210    3.000    3.000    -0.914 | 38.625    -20.695    0.140
55.096000   0.533    0.013    -1.519    2.789    1.000 | 38.677    -20.759    0.139
55.124000   29.123    0.728    1.689    3.000    -0.720 | 38.703    -20.790    0.139
55.140000   37.354    0.934    2.478    3.000    0.837 | 38.743    -20.836    0.139
55.176000   19.525    0.488    2.347    2.855    0.689 | 38.814    -20.910    0.139
55.196000   9.174    0.229    2.410    2.883    0.468 | 38.843    -20.941    0.139
55.220000   37.305    0.933    2.994    3.000    -0.217 | 38.873    -20.972    0.139
55.248000   29.211    0.730    1.126    3.000    0.022 | 38.930    -21.035    0.138
55.272000   5.946    0.149    2.015    2.786    0.200 | 38.971    -21.083    0.138
55.300000   3.040    0.076    0.368    3.000    0.177 | 39.013    -21.132    0.138
55.324000   36.714    0.918    2.774    3.000    0.882 | 39.056    -21.182    0.138
55.352000   27.262    0.682    2.712    3.000    -0.878 | 39.099    -21.234    0.138
55.376000   0.000    0.000    3.000    2.903    -0.371 | 39.143    -21.284    0.138
55.404000   11.242    0.281    3.000    3.000    -0.548 | 39.218    -21.366    0.137
55.424000   10.540    0.263    2.333    2.949    -0.990 | 39.233    -21.383    0.137
55.456000   40.000    1.000    3.000    2.909    -1.000 | 39.303    -21.466    0.137
55.484000   0.000    0.000    3.000    2.853    -0.804 | 39.344    -21.514    0.137
55.508000   10.038    0.251    3.000    2.748    -0.666 | 39.397    -21.579    0.137
55.532000   25.735    0.643    0.669    3.000    -0.363 | 39.438    -21.627    0.137
55.552000   18.230    0.456    2.802    3.000    -0.127 | 39.479    -21.674    0.137
55.584000   28.422    0.711    3.000    3.000    0.143 | 39.509    -21.703    0.137
55.612000   14.748    0.369    2.831    2.953    -0.880 | 39.568    -21.760    0.137
55.636000   10.048    0.251    3.000    3.000    1.000 | 39.628    -21.821    0.136
55.660000   34.351    0.859    2.799    3.000    0.743 | 39.672    -21.867    0.136
55.684000   19.932    0.498    3.000    3.000    1.000 | 39.700    -21.897    0.136
55.712000   0.000    0.000    0.231    3.000    0.711 | 39.742    -21.944    0.136
55.728000   31.648    0.791    3.000    3.000    -0.043 | 39.785    -21.993    0.136
55.752000   4.270    0.107    2.912    3.000    -0.784 | 39.814    -22.025    0.136
55.776000   10.305    0.258    1.914    3.000    -0.562 | 39.874    -22.090    0.136
55.808000   11.666    0.292    0.456    3.000    -0.463 | 39.874    -22.090    0.136
55.836000   17.667    0.442    2.811    3.000    -0.873 | 39.999    -22.220    0.135
55.852000   33.161    0.829    3.000    3.000    0.045 | 40.014    -22.237    0.135
55.880000   29.886    0.747    2.810    3.000    -0.882 | 40.072    -22.301    0.135
55.908000   38.018    0.950    3.000    2.787    0.455 | 40.129    -22.364    0.136
55.932000   2.071    0.052    3.000    3.000    -0.083 | 40.158    -22.395    0.136
55.952000   18.303    0.458    -0.114    2.755    0.313 | 40.201    -22.442    0.136
55.980000   28.565    0.714    3.000    3.000    -0.694 | 40.246    -22.488    0.136
56.000000   40.000    1.000    2.556    3.000    1.000 | 40.292    -22.532    0.136
56.028000   31.415    0.785    2.653    3.000    0.708 | 40.292    -22.532    0.136
56.056000   12.019    0.300    2.465    2.828    0.407 | 40.387    -22.623    0.136
56.076000   40.000    1.000    0.617    2.838    -0.366 | 40.448    -22.686    0.136
56.100000   0.000    0.000    0.624    3.000    0.551 | 40.448    -22.686    0.136
56.124000   0.000    0.000    2.811    2.989    -0.842 | 40.539    -22.781    0.136
56.148000   6.964    0.174    2.611    3.000    0.262 | 40.585    -22.829    0.136
56.176000   7.588    0.190    3.000    2.850    0.907 | 40.632    -22.878    0.137
56.204000   30.001    0.750    2.732    3.000    0.016 | 40.632    -22.878    0.137
56.220000   12.616    0.315    2.465    2.853    -0.526 | 40.735    -22.989    0.137
56.248000   21.453    0.536    1.026    2.728    -0.275 | 40.766    -23.021    0.137
56.272000   10.924    0.273    2.612    2.980    1.000 | 40.837    -23.100    0.137
56.296000   7.199    0.180    3.000    2.871    0.937 | 40.837    -23.100    0.137
56.316000   2.356    0.059    2.977    3.000    0.375 | 40.904    -23.179    0.137
56.340000   17.008    0.425    3.000    3.000    0.885 | 40.944    -23.228    0.137
56.360000   0.000    0.000    3.000    2.467    0.699 | 40.970    -23.261    0.137
56.388000   37.748    0.944    0.538    3.000    -0.297 | 40.970    -23.261    0.137
56.412000   15.037    0.376    2.564    2.830    -0.299 | 41.079    -23.386    0.138
56.440000   6.995    0.175    2.853    3.000    -0.553 | 41.121    -23.434    0.138
56.464000   30.719    0.768    0.124    2.960    0.661 | 41.150    -23.466    0.138
56.488000   32.621    0.816    2.964    3.000    -0.672 | 41.205    -23.529    0.138
56.512000   34.865    0.872    2.902    2.896    0.094 | 41.245    -23.575    0.138
56.536000   15.395    0.385    3.000    3.000    0.768 | 41.285    -23.623    0.138
56.560000   7.477    0.187    2.647    3.000    0.807 | 41.325    -23.673    0.138
56.588000   15.411    0.385    3.000    2.990    0.782 | 41.366    -23.724    0.138
56.608000   23.311    0.583    2.338    3.000    1.000 | 41.409    -23.775    0.138
56.636000   10.125    0.253    2.488    2.411    0.734 | 41.409    -23.775    0.138
56.660000   0.000    0.000    1.753    2.977    0.959 | 41.495    -23.877    0.139
56.684000   28.666    0.717    1.895    3.000    1.000 | 41.523    -23.911    0.139
56.708000   10.084    0.252    -1.258    3.000    -0.094 | 41.577    -23.978    0.139
56.724000   25.928    0.648    1.936    2.670    -1.000 | 41.617    -24.026    0.139
56.752000   14.736    0.368    0.788    3.000    0.445 | 41.643    -24.058    0.139
56.776000   5.986    0.150    1.815    3.000    -0.913 | 41.643    -24.058    0.139
56.800000   25.661    0.642    2.479    3.000    1.000 | 41.733    -24.170    0.140
56.828000   15.482    0.387    3.000    2.951    -0.014 | 41.775    -24.216    0.140
56.852000   2.259    0.056    1.940    2.890    0.008 | 41.817    -24.262    0.140
56.876000   35.923    0.898    3.000    3.000    0.671 | 41.817    -24.262    0.140
56.900000   23.804    0.595    2.514    3.000    0.765 | 41.902    -24.359    0.140
56.928000   15.511    0.388    -0.862    3.000    -0.066 | 41.955    -24.422    0.141
56.956000   34.372    0.859    1.892    3.000    0.948 | 41.995    -24.471    0.141
56.984000   19.618    0.490    3.000    3.000    -1.000 | 42.035    -24.520    0.141
57.004000   4.477    0.112    2.672    3.000    0.701 | 42.063    -24.553    0.141
57.032000   4.708    0.118    2.991    3.000    0.873 | 42.120    -24.619    0.142
57.056000   5.803    0.145    3.000    3.000    -0.573 | 42.182    -24.684    0.142
57.080000   40.000    1.000    3.000    3.000    1.000 | 42.212    -24.717    0.142
57.104000   33.841    0.846    -1.373    3.000    0.463 | 42.272    -24.782    0.143
57.124000   13.340    0.333    2.822    2.779    0.419 | 42.285    -24.799    0.143
57.148000   5.255    0.131    3.000    3.000    0.953 | 42.340    -24.862    0.143
57.176000   0.000    0.000    2.609    3.000    0.762 | 42.383    -24.911    0.144
57.200000   28.185    0.705    2.750    2.945    0.580 | 42.427    -24.958    0.144
57.228000   11.043    0.276    1.997    3.000    1.000 | 42.471    -25.004    0.144
57.252000   32.379    0.809    -2.439    3.000    0.864 | 42.518    -25.046    0.144
57.268000   11.377    0.284    1.424    3.000    0.119 | 42.565    -25.088    0.145
57.296000   19.422    0.486    3.000    3.000    0.107 | 42.565    -25.088    0.145
57.320000   28.272    0.707    -0.069    2.735    -0.129 | 42.662    -25.176    0.145
57.348000   16.908    0.423    2.976    2.980    0.787 | 42.692    -25.206    0.146
57.372000   5.172    0.129    3.000    3.000    0.891 | 42.753    -25.266    0.146
57.392000   10.557    0.264    3.000    2.805    -0.360 | 42.798    -25.313    0.146
57.416000   27.653    0.691    1.968    2.939    -0.894 | 42.843    -25.362    0.147
57.436000   14.247    0.356    -0.461    3.000    0.595 | 42.843    -25.362    0.147
57.468000   0.968    0.024    3.000    3.000    0.042 | 42.919    -25.444    0.147
57.492000   9.360    0.234    2.683    3.000    -0.340 | 42.981    -25.510    0.147
57.512000   16.724    0.418    2.247    3.000    0.703 | 43.027    -25.559    0.147
57.540000   34.954    0.874    3.000    3.000    0.450 | 43.027    -25.559    0.147
57.560000   13.583    0.340    2.310    3.000    -0.274 | 43.096    -25.638    0.148
57.588000   0.196    0.005    3.000    3.000    0.571 | 43.150    -25.699    0.148
57.608000   15.342    0.384    2.983    3.000    -0.122 | 43.191    -25.747    0.148
57.636000   17.555    0.439    3.000    3.000    -0.528 | 43.217    -25.780    0.148
57.656000   12.531    0.313    3.000    2.921    1.000 | 43.271    -25.843    0.147
57.676000   26.525    0.663    3.000    2.920    -0.748 | 43.285    -25.859    0.147
57.700000   28.269    0.707    3.000    3.000    -0.357 | 43.340    -25.922    0.147
57.720000   26.161    0.654    2.391    3.000    -0.612 | 43.367    -25.955    0.147
57.752000   0.000    0.000    1.902    3.000    -0.719 | 43.419    -26.020    0.147
57.772000   35.232    0.881    2.737    3.000    1.000 | 43.456    -26.068    0.147
57.800000   26.447    0.661    3.000    3.000    -0.339 | 43.492    -26.120    0.147
57.820000   33.587    0.840    2.082    3.000    -1.000 | 43.527    -26.173    0.147
57.844000   40.000    1.000    2.640    3.000    0.726 | 43.527    -26.173    0.147
57.872000   26.809    0.670    3.000    3.000    -0.020 | 43.611    -26.294    0.146
57.900000   32.996    0.825    2.761    3.000    0.862 | 43.650    -26.346    0.146
57.924000   4.062    0.102    3.000    3.000    -0.790 | 43.689    -26.399    0.145
57.944000   37.510    0.938    3.000    3.000    -0.868 | 43.729    -26.453    0.145
57.968000   21.084    0.527    2.317    3.000    0.474 | 43.767    -26.506    0.145
57.996000   29.400    0.735    1.760    3.000    -0.032 | 43.805    -26.560    0.144
58.016000   38.175    0.954    2.692    3.000    0.766 | 43.844    -26.614    0.144
58.036000   19.807    0.495    2.486    3.000    0.803 | 43.869    -26.650    0.144
58.064000   12.724    0.318    3.000    3.000    0.658 | 43.911    -26.703    0.143
58.084000   0.000    0.000    3.000    3.000    -0.305 | 43.956    -26.755    0.143
58.116000   10.417    0.260    3.000    2.800    -0.287 | 44.003    -26.805    0.142
58.144000   10.738    0.268    3.000    3.000    0.886 | 44.066    -26.871    0.142
58.168000   17.255    0.431    2.291    3.000    0.031 | 44.126    -26.935    0.141
58.192000   40.000    1.000    2.513    3.000    1.000 | 44.154    -26.966    0.141
58.216000   0.000    0.000    2.621    3.000    -0.687 | 44.198    -27.010    0.141
58.244000   25.976    0.649    3.000    3.000    0.371 | 44.241    -27.053    0.140
58.272000   12.802    0.320    3.000    3.000    0.507 | 44.303    -27.107    0.140
58.300000   32.125    0.803    2.821    2.900    0.136 | 44.369    -27.156    0.139
58.320000   32.088    0.802    3.000    2.891    0.968 | 44.419    -27.192    0.139
58.340000   3.950    0.099    3.000    3.000    -0.047 | 44.455    -27.217    0.139
58.368000   40.000    1.000    3.000    3.000    0.596 | 44.488    -27.244    0.139
58.388000   33.484    0.837    3.000    3.000    0.483 | 44.555    -27.297    0.139
58.416000   19.929    0.498    2.475    3.000    0.553 | 44.555    -27.297    0.139
58.436000   0.000    0.000    1.472    3.000    0.263 | 44.652    -27.382    0.139
58.456000   2.571    0.064    2.940    3.000    0.607 | 44.700    -27.428    0.139
58.484000   6.012    0.150    3.000    3.000    -0.337 | 44.731    -27.460    0.139
58.512000   25.976    0.649    3.000    2.797    -0.192 | 44.731    -27.460    0.139
58.540000   20.524    0.513    2.536    3.000    -0.204 | 44.826    -27.556    0.139
58.560000   3.914    0.098    3.000    3.000    -0.512 | 44.883    -27.619    0.140
58.596000   10.705    0.268    3.000    3.000    0.748 | 44.937    -27.679    0.140
58.624000   33.532    0.838    3.000    3.000    0.994 | 44.976    -27.725    0.140
58.644000   18.977    0.474    3.000    2.994    0.270 | 45.000    -27.758    0.140
58.668000   7.051    0.176    3.000    3.000    0.791 | 45.046    -27.826    0.141
58.692000   24.664    0.617    3.000    2.578    0.627 | 45.079    -27.879    0.141
58.716000   0.448    0.011    3.000    3.000    0.953 | 45.079    -27.879    0.141
58.740000   0.000    0.000    2.630    3.000    -0.206 | 45.146    -27.991    0.142
58.764000   14.617    0.365    3.000    2.815    -0.580 | 45.179    -28.048    0.142
58.792000   9.416    0.235    3.000    3.000    0.463 | 45.209    -28.104    0.143
58.816000   1.629    0.041    -0.364    3.000    0.777 | 45.248    -28.173    0.143
58.844000   12.899    0.322    2.589    3.000    -0.975 | 45.267    -28.208    0.143
58.868000   10.532    0.263    2.930    3.000    1.000 | 45.302    -28.278    0.144
58.888000   28.404    0.710    3.000    2.844    0.590 | 45.331    -28.327    0.144
58.912000   20.297    0.507    3.000    3.000    0.039 | 45.350    -28.360    0.144
58.936000   28.881    0.722    3.000    2.809    -1.000 | 45.350    -28.360    0.144
58.964000   40.000    1.000    3.000    2.659    -0.674 | 45.413    -28.458    0.145
58.984000   15.018    0.375    3.000    3.000    -0.027 | 45.446    -28.510    0.145
59.012000   39.059    0.976    2.890    2.775    -0.119 | 45.489    -28.577    0.146
59.036000   19.350    0.484    1.769    3.000    0.961 | 45.520    -28.630    0.146
59.060000   12.947    0.324    2.798    2.991    0.943 | 45.550    -28.685    0.146
59.084000   16.014    0.400    2.689    2.914    0.550 | 45.572    -28.721    0.146
59.104000   12.407    0.310    2.155    3.000    0.049 | 45.606    -28.777    0.146
59.128000   0.000    0.000    3.000    2.953    0.543 | 45.657    -28.850    0.146
59.148000   31.264    0.782    3.000    3.000    -0.963 | 45.657    -28.850    0.146
59.176000   18.266    0.457    2.852    2.940    -1.000 | 45.739    -28.956    0.147
59.204000   23.959    0.599    2.886    3.000    0.610 | 45.778    -29.009    0.147
59.228000   27.233    0.681    3.000    3.000    0.594 | 45.816    -29.061    0.147
59.252000   40.000    1.000    1.936    3.000    0.218 | 45.855    -29.111    0.147
59.276000   37.756    0.944    2.410    2.912    -0.480 | 45.882    -29.143    0.147
59.300000   30.939    0.773    2.542    3.000    -0.412 | 45.939    -29.206    0.148
59.324000   4.824    0.121    2.223    3.000    0.090 | 46.004    -29.265    0.148
59.352000   8.184    0.205    3.000    3.000    -0.583 | 46.021    -29.280    0.148
59.364000   36.355    0.909    2.439    3.000    -0.066 | 46.056    -29.307    0.148
59.392000   18.399    0.460    0.608    2.985    0.087 | 46.126    -29.363    0.148
59.412000   40.000    1.000    2.844    3.000    0.332 | 46.178    -29.407    0.148
59.436000   37.456    0.936    2.674    3.000    0.475 | 46.228    -29.449    0.148
59.456000   8.783    0.220    1.860    2.961    0.259 | 46.277    -29.491    0.148
59.476000   24.365    0.609    2.944    3.000    -0.237 | 46.277    -29.491    0.148
59.504000   25.549    0.639    2.919    2.889    -0.201 | 46.361    -29.561    0.148
59.532000   29.830    0.746    2.752    3.000    -0.254 | 46.427    -29.617    0.148
59.560000   27.050    0.676    3.000    3.000    0.767 | 46.477    -29.659    0.148
59.588000   0.000    0.000    2.640    3.000    0.911 | 46.544    -29.719    0.148
59.616000   22.784    0.570    2.792    3.000    -0.078 | 46.594    -29.766    0.148
59.636000   27.716    0.693    1.094    3.000    0.698 | 46.640    -29.814    0.148
59.660000   40.000    1.000    3.000    3.000    0.972 | 46.670    -29.847    0.148
59.684000   9.728    0.243    3.000    3.000    0.133 | 46.712    -29.898    0.148
59.712000   30.138    0.753    2.649    3.000    -0.472 | 46.712    -29.898    0.148
59.736000   24.431    0.611    2.596    3.000    -0.708 | 46.806    -30.023    0.148
59.760000   21.274    0.532    3.000    3.000    0.021 | 46.847    -30.079    0.148
59.784000   25.789    0.645    3.000    2.659    0.656 | 46.874    -30.116    0.148
59.812000   13.552    0.339    2.106    3.000    0.136 | 46.943    -30.209    0.148
59.832000   40.000    1.000    3.000    3.000    -0.863 | 46.982    -30.265    0.148
59.860000   35.634    0.891    2.930    2.959    -0.083 | 46.982    -30.265    0.148
59.880000   25.827    0.646    2.889    3.000    -0.068 | 47.047    -30.359    0.148
59.904000   38.568    0.964    3.000    2.909    0.907 | 47.084    -30.417    0.147
59.928000   4.898    0.122    1.781    3.000    0.037 | 47.121    -30.475    0.147
59.952000   8.428    0.211    2.506    3.000    0.311 | 47.146    -30.514    0.147
59.976000   2.033    0.051    3.000    3.000    0.175 | 47.199    -30.593    0.147
60.000000   39.045    0.976    2.308    3.000    0.539 | 47.239    -30.652    0.147
60.020000   17.252    0.431    3.000    2.914    0.859 | 47.266    -30.689    0.147
60.040000   27.074    0.677    1.339    2.642    -1.000 | 47.304    -30.746    0.147
60.072000   7.631    0.191    3.000    3.000    -0.038 | 47.351    -30.819    0.147
60.096000   9.451    0.236    3.000    3.000    0.487 | 47.387    -30.874    0.147
60.124000   6.935    0.173    2.849    3.000    -0.923 | 47.387    -30.874    0.147
60.148000   3.466    0.087    2.539    3.000    -0.528 | 47.468    -30.976    0.147
60.176000   33.140    0.828    3.000    3.000    1.000 | 47.513    -31.023    0.147
60.200000   20.794    0.520    3.000    3.000    -0.037 | 47.559    -31.066    0.148
60.228000   34.255    0.856    2.631    3.000    0.916 | 47.619    -31.124    0.148
60.256000   17.412    0.435    1.812    3.000    0.774 | 47.676    -31.184    0.148
60.276000   1.824    0.046    3.000    3.000    -1.000 | 47.719    -31.229    0.149
60.300000   35.728    0.893    2.945    3.000    0.637 | 47.748    -31.258    0.149
60.324000   40.000    1.000    1.287    2.648    -0.407 | 47.778    -31.286    0.149
60.352000   23.483    0.587    3.000    2.873    -0.087 | 47.856    -31.356    0.150
60.372000   0.829    0.021    2.487    2.823    -0.698 | 47.907    -31.395    0.150
60.404000   3.067    0.077    2.849    3.000    -0.041 | 47.977    -31.446    0.151
60.432000   39.664    0.992    2.515    3.000    1.000 | 47.977    -31.446    0.151
60.456000   14.197    0.355    3.000    3.000    -0.804 | 48.066    -31.515    0.151
